text,rating,Anonymized_Text,Masked_Text,Classification_Result
The service is fast; the employees know the region and the cuisine well. Their lahmacun is very small in portion; the size of a hazelnut lahmacun.,4,The service is fast; the employees know the region and the cuisine well. Their lahmacun is very small in portion; the size of a hazelnut lahmacun.,The service is fast; the employees know the region and the cuisine well. Their lahmacun is very small in portion; the size of a hazelnut lahmacun.,NEGATIVE
Thank you very much for bringing the flavors of Antakya here.,5,Thank you very much for bringing the flavors of Antakya here.,Thank you very much for bringing the flavors of Antakya here.,POSITIVE
Nice atmosphere!,5,Nice atmosphere!,Nice atmosphere!,POSITIVE
The prices are reasonable; the employees are concerned and polite; the flavors are good.,5,The prices are reasonable; the employees are concerned and polite; the flavors are good.,The prices are reasonable; the employees are concerned and polite; the flavors are good.,POSITIVE
Appetizers were good. The size of the lahmacun was good; Even though I ordered spicy; it came painless.,4,Appetizers were good. The size of the lahmacun was good; Even though I ordered spicy; it came painless.,Appetizers were good. The size of the lahmacun was good; Even though I ordered spicy; it came painless.,POSITIVE
Great dishes!!,4,Great dishes!!,Great dishes!!,POSITIVE
I tried it today. It was a place that I really liked. The appetizers were very good; I got the minced meat kebab; it was very successful. Staff was very attentive and service was fast.,5,I tried it today. It was a place that I really liked. The appetizers were very good; I got the minced meat kebab; it was very successful. Staff was very attentive and service was fast.,I tried it today. It was a place that I really liked. The appetizers were very good; I got the minced meat kebab; it was very successful. Staff was very attentive and service was fast.,POSITIVE
There were burnt livers on the liver skewers; and there were uncooked parts in the chops. Good overall taste. Tripe soup is delicious.,3,There were burnt livers on the liver skewers; and there were uncooked parts in the chops. Good overall taste. Tripe soup is delicious.,There were burnt livers on the liver skewers; and there were uncooked parts in the chops. Good overall taste. Tripe soup is delicious.,POSITIVE
It is a historical place. It is one of the oldest and well-known businesses in Antalya. There are delicious soups; home cooked meals; pita kebabs and doner kebabs. Prices are a little expensive.,4,It is a historical place. It is one of the oldest and well-known businesses in <LOCATION_55>. There are delicious soups; home cooked meals; pita kebabs and doner kebabs. Prices are a little expensive.,It is a historical place. It is one of the oldest and well-known businesses in <LOCATION_55>. There are delicious soups; home cooked meals; pita kebabs and doner kebabs. Prices are a little expensive.,POSITIVE
We went for the tripe soup. I do not recommend; I did not like it; I ate better.,3,We went for the tripe soup. I do not recommend; I did not like it; I ate better.,We went for the tripe soup. I do not recommend; I did not like it; I ate better.,NEGATIVE
The lack of tea in such a high quality and crowded place is a big shortcoming. Waiters didn't care about us.,1,The lack of tea in such a high quality and crowded place is a big shortcoming. Waiters didn't care about us.,The lack of tea in such a high quality and crowded place is a big shortcoming. Waiters didn't care about us.,NEGATIVE
We can say that trotter soup is good. Rotary medium. Inside the restaurant it was very quiet. The staff is fast.,4,We can say that trotter soup is good. Rotary medium. Inside the restaurant it was very quiet. The staff is fast.,We can say that trotter soup is good. Rotary medium. Inside the restaurant it was very quiet. The staff is fast.,POSITIVE
The ambiance is large and airy. The waiters are attentive and the service is fast. The tomato paste goes well with the trotter. The price is very reasonable.,5,The ambiance is large and airy. The waiters are attentive and the service is fast. The tomato paste goes well with the trotter. The price is very reasonable.,The ambiance is large and airy. The waiters are attentive and the service is fast. The tomato paste goes well with the trotter. The price is very reasonable.,POSITIVE
A nice cozy place. It is easily accessible from all parts of the city. It is very interesting that the restaurant does not have a menu.,4,A nice cozy place. It is easily accessible from all parts of the city. It is very interesting that the restaurant does not have a menu.,A nice cozy place. It is easily accessible from all parts of the city. It is very interesting that the restaurant does not have a menu.,POSITIVE
Perfect taste; same taste same taste every time I go. It's just that it's very busy; so the employees can't care much and the tea service is closed during the busy time.,5,Perfect taste; same taste same taste every time I go. It's just that it's very busy; so the employees can't care much and the tea service is closed during the busy time.,Perfect taste; same taste same taste every time I go. It's just that it's very busy; so the employees can't care much and the tea service is closed during the busy time.,NEGATIVE
Good place. Meals were good. Service is also good. There is parking in front for cars.,4,Good place. Meals were good. Service is also good. There is parking in front for cars.,Good place. Meals were good. Service is also good. There is parking in front for cars.,POSITIVE
Very bad business. We were removed from the table because it was time for iftar.,1,Very bad business. We were removed from the table because it was time for iftar.,Very bad business. We were removed from the table because it was time for iftar.,NEGATIVE
Thank you for amazing dishes.,5,Thank you for amazing dishes.,Thank you for amazing dishes.,POSITIVE
The fish served to me was almost raw; I couldn't eat it. A place that does not care about customer satisfaction.,1,The fish served to me was almost raw; I couldn't eat it. A place that does not care about customer satisfaction.,The fish served to me was almost raw; I couldn't eat it. A place that does not care about customer satisfaction.,NEGATIVE
I only liked the soup in the place; the fish It was very tasteless and unsalted. We ate fish bread and the bread was full of lettuce.,1,I only liked the soup in the place; the fish It was very tasteless and unsalted. We ate fish bread and the bread was full of lettuce.,I only liked the soup in the place; the fish It was very tasteless and unsalted. We ate fish bread and the bread was full of lettuce.,NEGATIVE
A decent place. You can eat as a family. You can eat many kinds of fish as grilled; fried or stewed.,5,A decent place. You can eat as a family. You can eat many kinds of fish as grilled; fried or stewed.,A decent place. You can eat as a family. You can eat many kinds of fish as grilled; fried or stewed.,POSITIVE
